Periode,Anciennete,Montant_Mensuel,Support_Appels,Contrat,Churn
23,47,41.51,0.0,Mensuel,0
14,4,89.25,2.0,Mensuel,1
11,56,69.49,2.0,1 an,0
18,3,111.65,2.0,Mensuel,0
10,69,71.18,0.0,Mensuel,0
4,38,114.45,2.0,1 an,0
18,68,118.18,1.0,Mensuel,0
5,9,,0.0,Mensuel,1
14,20,93.63,3.0,1 an,0
23,33,45.43,3.0,Mensuel,1
23,3,112.12,1.0,Mensuel,1
9,8,86.48,,Mensuel,1
19,24,53.28,1.0,Mensuel,1
15,53,47.65,0.0,Mensuel,1
12,51,65.97,2.0,1 an,0
4,7,101.38,2.0,2 ans,0
10,5,103.51,2.0,Mensuel,1
16,47,24.86,2.0,2 ans,0
24,26,55.25,1.0,Mensuel,1
1,57,62.29,2.0,1 an,0
18,22,84.36,0.0,1 an,0
21,26,37.99,2.0,1 an,0
23,16,58.65,2.0,1 an,0
11,19,113.28,1.0,Mensuel,0
3,51,68.24,1.0,1 an,0
7,34,96.88,1.0,Mensuel,0
21,47,,,Mensuel,1
22,6,72.57,1.0,Mensuel,1
16,39,87.55,3.0,Mensuel,0
3,33,46.34,1.0,Mensuel,0
3,65,45.37,0.0,Mensuel,1
12,31,124.62,0.0,Mensuel,1
15,8,113.41,2.0,1 an,0
1,50,,0.0,1 an,0
17,11,36.06,2.0,Mensuel,1
14,65,24.32,2.0,Mensuel,0
1,28,37.54,1.0,1 an,0
3,56,,3.0,Mensuel,0
11,47,106.05,1.0,1 an,0
18,34,77.65,2.0,Mensuel,0
20,42,,,Mensuel,0
11,13,36.17,,Mensuel,1
8,6,78.23,3.0,2 ans,0
24,55,42.15,3.0,1 an,0
12,69,,,Mensuel,0
8,62,117.48,2.0,1 an,0
11,22,111.47,1.0,Mensuel,1
1,26,30.18,1.0,2 ans,0
8,26,46.32,2.0,Mensuel,1
13,50,83.6,3.0,Mensuel,1
23,45,28.64,4.0,2 ans,1
18,57,80.55,2.0,1 an,0
19,68,84.59,1.0,Mensuel,0
14,28,51.87,1.0,Mensuel,1
3,48,49.74,,Mensuel,1
10,36,44.59,2.0,1 an,0
24,68,124.92,1.0,Mensuel,1
2,26,59.14,1.0,2 ans,0
22,14,,1.0,2 ans,0
17,27,53.65,,Mensuel,1
7,44,92.62,0.0,1 an,0
19,68,32.5,1.0,Mensuel,0
21,59,29.53,,Mensuel,0
2,2,94.84,3.0,1 an,0
3,37,93.47,2.0,Mensuel,0
16,12,49.53,0.0,Mensuel,0
24,26,61.06,2.0,Mensuel,0
1,68,,0.0,Mensuel,0
16,70,32.42,,Mensuel,1
4,11,38.81,2.0,1 an,0
16,11,67.11,1.0,1 an,0
15,50,51.14,2.0,1 an,0
3,30,85.64,1.0,2 ans,0
17,31,,3.0,Mensuel,1
22,63,79.27,2.0,1 an,0
21,66,,1.0,Mensuel,1
1,64,,0.0,Mensuel,0
6,56,98.13,2.0,2 ans,0
6,70,24.74,1.0,Mensuel,0
11,52,,2.0,Mensuel,0
4,63,89.6,3.0,Mensuel,0
21,39,,1.0,Mensuel,1
19,4,30.03,3.0,Mensuel,1
20,58,59.0,,Mensuel,1
5,67,92.73,1.0,2 ans,0
1,23,32.2,,Mensuel,1
22,31,,,Mensuel,0
7,41,100.09,0.0,Mensuel,0
16,47,88.98,2.0,1 an,0
22,48,48.48,4.0,Mensuel,1
1,28,,,Mensuel,1
1,61,41.44,0.0,1 an,0
1,58,110.58,2.0,1 an,0
4,67,91.85,0.0,2 ans,0
2,41,25.58,0.0,1 an,0
20,6,108.18,1.0,1 an,0
15,61,74.94,,Mensuel,1
24,6,71.79,,Mensuel,1
20,14,67.18,0.0,Mensuel,0
24,21,88.73,5.0,Mensuel,1
6,14,94.47,2.0,Mensuel,1
7,52,112.46,1.0,1 an,0
21,32,51.41,2.0,Mensuel,1
6,16,84.88,0.0,1 an,0
2,1,89.02,2.0,1 an,0
17,16,93.57,0.0,1 an,0
20,50,75.02,3.0,1 an,0
24,57,,,Mensuel,0
23,22,105.44,,Mensuel,1
3,6,50.44,2.0,1 an,0
19,40,,1.0,Mensuel,1
21,56,,,Mensuel,1
17,5,50.01,2.0,Mensuel,1
20,57,25.25,2.0,1 an,0
21,13,27.35,2.0,Mensuel,0
11,19,93.39,1.0,Mensuel,1
1,45,117.31,1.0,1 an,0
11,4,68.32,0.0,2 ans,0
5,22,35.31,2.0,Mensuel,0
3,10,102.69,0.0,2 ans,0
3,16,46.54,0.0,Mensuel,1
17,55,127.88,1.0,Mensuel,1
13,17,,3.0,Mensuel,1
13,4,,4.0,Mensuel,1
18,16,74.74,1.0,2 ans,0
14,7,,4.0,Mensuel,1
16,45,104.34,2.0,2 ans,0
3,70,30.85,2.0,Mensuel,0
21,12,114.89,1.0,1 an,0
11,52,100.94,2.0,2 ans,0
4,26,107.52,0.0,1 an,0
20,6,118.54,1.0,Mensuel,1
18,49,46.15,2.0,1 an,0
2,15,,4.0,1 an,0
5,37,106.82,1.0,2 ans,0
1,37,57.74,0.0,1 an,0
7,43,,1.0,Mensuel,1
3,10,49.59,0.0,Mensuel,1
18,18,47.46,2.0,1 an,0
13,53,112.59,0.0,2 ans,1
24,67,73.02,2.0,Mensuel,1
18,1,94.88,0.0,1 an,0
15,30,123.29,4.0,2 ans,0
13,63,52.52,2.0,Mensuel,0
2,21,,0.0,Mensuel,1
2,32,,0.0,1 an,0
15,65,32.26,1.0,1 an,0
1,69,36.19,1.0,Mensuel,0
2,47,51.46,1.0,2 ans,0
6,50,61.61,1.0,1 an,0
22,44,73.88,3.0,2 ans,0
12,21,46.66,5.0,2 ans,0
18,63,28.59,2.0,1 an,0
10,3,91.19,0.0,1 an,0
5,5,22.76,4.0,Mensuel,1
9,43,104.46,1.0,1 an,0
3,60,113.9,,Mensuel,0
19,58,,2.0,1 an,0
5,49,80.98,,Mensuel,0
10,27,89.06,3.0,1 an,0
24,26,93.74,2.0,Mensuel,1
15,31,120.06,3.0,Mensuel,1
12,19,122.0,1.0,Mensuel,1
14,30,66.21,1.0,1 an,0
19,8,88.1,1.0,1 an,0
7,23,102.9,1.0,Mensuel,1
16,67,21.41,3.0,2 ans,0
21,51,79.02,0.0,1 an,0
14,11,,3.0,Mensuel,1
11,21,95.71,1.0,1 an,0
4,19,57.62,0.0,1 an,0
6,20,50.64,0.0,Mensuel,1
23,50,41.87,1.0,Mensuel,0
13,64,79.74,,Mensuel,0
8,51,115.34,1.0,2 ans,0
11,35,114.36,1.0,2 ans,0
14,12,59.16,1.0,1 an,0
13,11,48.17,3.0,1 an,0
17,58,105.76,1.0,Mensuel,1
7,49,94.91,1.0,2 ans,0
16,37,75.13,0.0,Mensuel,1
11,41,61.46,1.0,Mensuel,1
23,61,35.48,3.0,Mensuel,0
4,58,99.8,1.0,Mensuel,1
4,7,82.81,1.0,Mensuel,0
12,29,60.45,2.0,Mensuel,1
13,4,117.72,1.0,1 an,0
17,28,91.95,2.0,Mensuel,0
10,46,117.34,2.0,Mensuel,1
22,15,73.6,3.0,Mensuel,1
12,11,68.59,3.0,Mensuel,0
4,35,115.21,0.0,2 ans,0
3,38,116.99,0.0,Mensuel,1
24,51,127.68,2.0,Mensuel,1
4,2,103.22,1.0,1 an,0
23,18,,,Mensuel,1
7,56,42.1,1.0,2 ans,0
3,49,58.85,2.0,1 an,0
8,64,117.29,1.0,1 an,0
15,58,,,Mensuel,1
11,60,,1.0,Mensuel,1
19,37,121.09,2.0,2 ans,0
15,69,124.16,1.0,1 an,0
10,30,119.26,1.0,2 ans,0
16,65,80.43,2.0,2 ans,0
24,28,76.11,2.0,Mensuel,1
10,32,123.41,2.0,1 an,0
4,49,42.36,2.0,1 an,0
10,29,40.27,4.0,1 an,0
21,11,126.43,3.0,Mensuel,1
6,64,90.85,0.0,Mensuel,0
23,33,80.67,1.0,1 an,0
15,66,35.23,1.0,1 an,0
15,29,75.67,3.0,1 an,0
8,70,117.9,1.0,Mensuel,1
23,43,87.97,1.0,Mensuel,1
1,55,60.46,0.0,2 ans,0
8,54,77.4,2.0,Mensuel,0
11,15,113.34,1.0,Mensuel,0
12,58,116.61,1.0,1 an,0
12,68,62.88,,Mensuel,0
4,47,81.86,0.0,1 an,0
6,68,48.96,2.0,1 an,0
3,61,65.67,1.0,2 ans,0
14,48,44.36,4.0,2 ans,0
9,34,75.69,1.0,2 ans,1
14,61,82.22,0.0,1 an,0
15,14,,,Mensuel,1
17,40,50.5,3.0,1 an,0
14,58,37.09,1.0,2 ans,0
16,68,36.17,2.0,Mensuel,0
15,19,96.69,2.0,1 an,0
16,7,44.91,0.0,1 an,0
15,24,33.73,2.0,1 an,0
8,62,123.54,1.0,1 an,0
6,38,46.99,2.0,Mensuel,1
19,4,118.18,3.0,Mensuel,1
9,9,83.73,1.0,1 an,0
14,25,,2.0,Mensuel,1
5,25,77.42,0.0,2 ans,0
11,10,39.74,0.0,1 an,0
13,36,110.17,0.0,Mensuel,1
16,35,109.5,2.0,1 an,0
13,15,57.84,2.0,1 an,0
9,17,99.74,1.0,1 an,0
24,48,81.73,,Mensuel,1
13,68,116.69,2.0,2 ans,0
20,71,108.57,0.0,Mensuel,0
18,40,25.88,1.0,Mensuel,1
14,3,114.03,4.0,Mensuel,1
22,64,127.53,4.0,Mensuel,1
4,68,95.44,3.0,1 an,0
23,20,35.05,1.0,Mensuel,0
21,29,109.5,5.0,Mensuel,1
13,2,,0.0,1 an,0
18,57,57.87,2.0,1 an,0
13,56,114.06,1.0,Mensuel,0
7,2,78.55,1.0,2 ans,0
20,50,113.99,2.0,1 an,0
6,30,88.9,1.0,2 ans,0
8,39,50.34,1.0,2 ans,0
13,16,123.63,1.0,2 ans,0
21,58,83.8,,1 an,0
10,29,74.48,1.0,1 an,0
12,60,63.24,1.0,Mensuel,0
1,11,33.63,1.0,1 an,0
3,42,89.39,2.0,2 ans,0
2,23,63.35,1.0,1 an,0
2,69,113.95,1.0,2 ans,0
21,40,126.64,4.0,Mensuel,1
21,52,105.18,3.0,Mensuel,1
20,7,47.9,1.0,Mensuel,1
2,49,92.0,0.0,1 an,0
2,8,22.14,1.0,Mensuel,1
7,26,105.32,0.0,Mensuel,0
14,16,73.28,0.0,2 ans,0
9,1,117.63,4.0,1 an,0
12,42,60.54,4.0,Mensuel,1
5,18,,0.0,Mensuel,1
18,37,,0.0,Mensuel,0
8,55,75.29,2.0,Mensuel,0
2,13,106.78,0.0,1 an,0
18,51,119.32,5.0,1 an,0
22,22,,3.0,Mensuel,1
1,24,65.57,0.0,1 an,0
11,41,78.56,2.0,Mensuel,0
20,45,113.43,2.0,Mensuel,1
17,47,124.57,1.0,2 ans,0
21,14,57.43,,Mensuel,1
10,42,97.54,1.0,2 ans,0
9,19,50.23,2.0,Mensuel,1
18,20,,3.0,Mensuel,1
4,68,101.79,1.0,1 an,0
6,8,111.01,3.0,1 an,0
15,30,68.82,2.0,2 ans,0
17,32,,1.0,Mensuel,1
3,18,45.74,1.0,2 ans,0
13,56,35.08,2.0,2 ans,0
9,35,58.46,1.0,1 an,0
13,52,112.79,,Mensuel,1
24,28,68.07,,Mensuel,1
2,64,51.95,0.0,Mensuel,0
24,52,103.3,1.0,1 an,0
11,24,43.37,1.0,Mensuel,0
19,69,49.2,3.0,2 ans,0
11,62,118.53,1.0,1 an,0
8,43,29.02,1.0,1 an,0
19,2,66.27,1.0,1 an,0
17,42,83.08,1.0,Mensuel,1
4,50,43.59,1.0,2 ans,0
17,26,51.45,2.0,Mensuel,1
19,11,45.49,1.0,2 ans,0
10,41,56.65,1.0,2 ans,0
23,57,120.36,1.0,1 an,0
16,23,67.28,1.0,Mensuel,1
9,33,63.93,3.0,2 ans,0
1,1,58.66,0.0,Mensuel,1
17,50,124.51,3.0,1 an,0
6,62,,,Mensuel,1
19,56,115.58,2.0,Mensuel,0
13,31,,1.0,Mensuel,1
12,4,121.18,3.0,Mensuel,1
4,35,52.19,3.0,Mensuel,1
18,67,30.38,1.0,1 an,0
4,6,72.94,1.0,Mensuel,1
11,16,44.65,2.0,1 an,0
21,60,,2.0,Mensuel,1
23,41,93.93,2.0,1 an,0
24,13,97.51,1.0,1 an,0
23,2,43.11,0.0,Mensuel,1
14,30,96.0,2.0,1 an,0
5,43,52.02,1.0,2 ans,0
21,60,130.29,1.0,1 an,0
20,63,,,Mensuel,0
24,33,86.95,2.0,Mensuel,1
16,30,113.67,0.0,1 an,0
4,67,79.96,1.0,Mensuel,0
13,56,79.2,1.0,1 an,0
11,15,45.63,,Mensuel,0
21,49,95.45,2.0,1 an,0
10,51,59.71,,Mensuel,0
8,17,25.05,3.0,Mensuel,0
2,70,102.05,3.0,2 ans,0
21,22,27.38,1.0,1 an,0
19,40,,4.0,2 ans,1
1,36,35.67,0.0,2 ans,0
11,50,66.01,0.0,Mensuel,1
12,65,110.97,0.0,Mensuel,0
12,28,30.85,1.0,Mensuel,1
23,28,95.01,,Mensuel,1
4,54,82.32,1.0,Mensuel,1
8,68,110.0,1.0,2 ans,0
5,65,37.92,3.0,Mensuel,0
6,54,102.15,0.0,Mensuel,1
22,50,70.95,2.0,Mensuel,1
23,55,68.88,3.0,Mensuel,0
2,67,56.42,2.0,Mensuel,0
16,1,62.38,2.0,1 an,0
6,42,73.56,1.0,Mensuel,0
5,3,31.21,4.0,1 an,0
8,41,64.41,1.0,2 ans,0
5,29,86.68,2.0,1 an,0
12,22,73.16,,1 an,0
24,64,40.24,2.0,Mensuel,0
15,51,,4.0,Mensuel,1
18,41,69.05,4.0,Mensuel,1
12,63,91.04,1.0,2 ans,0
1,7,110.08,1.0,1 an,0
3,46,75.69,1.0,Mensuel,0
7,12,89.92,2.0,1 an,0
6,17,28.32,1.0,2 ans,0
21,14,,0.0,1 an,0
21,39,56.0,,Mensuel,1
21,45,60.25,2.0,2 ans,0
16,54,45.04,3.0,1 an,0
14,32,30.08,2.0,1 an,0
16,67,105.46,4.0,Mensuel,1
10,27,45.77,3.0,Mensuel,1
17,12,51.63,3.0,2 ans,0
20,3,41.33,,Mensuel,1
19,10,126.68,2.0,Mensuel,0
15,32,104.07,6.0,1 an,0
2,30,113.48,4.0,Mensuel,1
18,61,114.02,1.0,1 an,0
9,9,114.48,1.0,Mensuel,1
18,19,72.92,1.0,1 an,0
13,70,38.99,1.0,1 an,0
22,3,57.5,1.0,Mensuel,1
9,31,50.96,0.0,Mensuel,1
23,15,100.49,3.0,1 an,0
21,38,24.53,0.0,Mensuel,1
8,70,35.25,4.0,Mensuel,1
12,17,92.51,2.0,1 an,0
13,27,34.03,0.0,Mensuel,1
19,32,,,Mensuel,0
17,57,33.07,0.0,Mensuel,1
21,70,96.81,3.0,1 an,0
9,7,35.11,3.0,Mensuel,1
13,35,36.44,4.0,Mensuel,1
11,54,44.9,2.0,Mensuel,0
22,1,103.77,3.0,Mensuel,1
8,58,41.25,,Mensuel,1
15,18,24.97,3.0,Mensuel,1
3,37,111.55,,Mensuel,1
21,70,,2.0,Mensuel,1
10,46,39.99,1.0,2 ans,0
9,71,48.15,0.0,Mensuel,1
14,43,,2.0,Mensuel,0
12,15,96.35,3.0,2 ans,0
21,50,48.91,0.0,2 ans,0
13,44,119.05,0.0,1 an,0
13,23,108.13,0.0,Mensuel,1
3,6,79.53,3.0,1 an,0
1,47,,0.0,Mensuel,0
10,41,112.61,3.0,Mensuel,1
24,55,102.05,1.0,Mensuel,1
23,9,108.24,4.0,Mensuel,1
16,39,28.96,1.0,Mensuel,1
16,59,,2.0,1 an,0
10,64,104.39,,Mensuel,1
5,67,117.68,5.0,Mensuel,1
1,16,78.05,0.0,2 ans,0
9,13,73.27,2.0,2 ans,0
8,41,64.44,2.0,Mensuel,0
5,33,,1.0,1 an,0
7,17,115.01,0.0,Mensuel,1
1,8,79.98,,Mensuel,0
15,11,45.33,2.0,1 an,0
23,25,23.84,2.0,Mensuel,1
17,53,,1.0,Mensuel,0
11,5,111.09,1.0,Mensuel,1
11,8,27.75,3.0,Mensuel,0
8,19,61.58,,Mensuel,1
4,63,115.49,0.0,Mensuel,0
15,71,74.44,0.0,2 ans,0
14,32,44.44,1.0,1 an,0
1,4,55.37,1.0,1 an,0
10,1,63.19,,Mensuel,0
7,61,32.56,1.0,1 an,0
5,32,87.58,,Mensuel,0
17,6,84.73,1.0,Mensuel,1
13,60,89.2,3.0,1 an,0
16,38,86.37,,Mensuel,1
18,25,23.27,2.0,Mensuel,0
24,33,41.19,3.0,Mensuel,1
20,16,39.58,2.0,Mensuel,1
15,67,31.61,2.0,Mensuel,0
22,56,102.09,4.0,1 an,0
12,15,,0.0,Mensuel,1
24,53,95.5,2.0,Mensuel,1
19,13,40.8,5.0,1 an,1
16,33,33.91,3.0,Mensuel,0
22,54,39.56,8.0,Mensuel,1
13,3,74.54,0.0,Mensuel,1
18,52,90.8,0.0,1 an,0
7,17,103.83,3.0,Mensuel,0
24,50,36.14,2.0,1 an,0
15,36,86.59,1.0,2 ans,0
19,2,105.01,2.0,1 an,0
12,55,53.69,,2 ans,0
21,19,30.4,1.0,1 an,0
2,68,35.75,1.0,2 ans,0
3,60,29.41,0.0,2 ans,0
13,14,114.39,0.0,1 an,0
18,43,61.93,1.0,1 an,0
20,26,78.31,2.0,2 ans,0
11,43,101.08,,Mensuel,0
16,40,60.88,0.0,1 an,0
14,22,89.71,3.0,Mensuel,1
24,47,30.43,0.0,1 an,0
16,19,72.53,0.0,Mensuel,1
11,65,30.94,1.0,2 ans,0
24,68,49.31,3.0,1 an,0
3,12,49.76,0.0,2 ans,0
24,52,100.93,1.0,Mensuel,0
4,66,88.55,2.0,1 an,0
7,10,97.18,3.0,1 an,0
20,53,28.34,1.0,2 ans,0
18,67,128.22,1.0,2 ans,0
24,16,,3.0,Mensuel,1
18,42,110.16,3.0,Mensuel,1
16,57,,0.0,Mensuel,1
9,24,81.93,1.0,2 ans,0
1,17,63.89,1.0,Mensuel,1
3,29,96.55,0.0,1 an,0
8,24,96.85,,2 ans,1
1,52,33.72,0.0,1 an,0
13,27,104.44,0.0,Mensuel,0
19,27,30.04,,Mensuel,0
24,68,77.06,,1 an,0
12,42,88.55,1.0,Mensuel,0
22,66,111.5,4.0,Mensuel,1
24,51,72.94,2.0,1 an,0
21,63,,1.0,Mensuel,0
12,14,72.37,1.0,2 ans,0
8,67,46.39,1.0,Mensuel,0
24,68,80.16,1.0,Mensuel,1
6,3,67.69,1.0,Mensuel,0
10,26,,1.0,1 an,0
2,30,44.2,0.0,1 an,0
20,30,43.3,0.0,1 an,0
16,56,71.82,2.0,Mensuel,0
3,50,25.27,2.0,Mensuel,0
6,16,43.87,1.0,Mensuel,1
14,44,58.5,2.0,Mensuel,0
13,70,72.35,4.0,2 ans,0
20,32,50.82,2.0,Mensuel,1
7,66,78.05,1.0,2 ans,0
23,47,118.16,1.0,Mensuel,1
11,66,77.61,3.0,Mensuel,0
20,65,52.71,1.0,Mensuel,0
6,2,26.77,1.0,Mensuel,0
1,57,33.67,1.0,2 ans,0
2,14,76.45,0.0,1 an,0
9,59,91.44,1.0,Mensuel,0
23,58,27.35,2.0,Mensuel,1
2,19,38.72,3.0,1 an,0
9,5,53.71,2.0,2 ans,0
3,30,52.43,1.0,2 ans,0
23,22,126.92,1.0,Mensuel,1
17,40,43.19,3.0,1 an,0
19,6,28.31,1.0,1 an,0
18,4,59.39,,Mensuel,1
16,32,35.63,1.0,1 an,0
19,55,,,Mensuel,0
1,23,60.75,,2 ans,0
21,23,,1.0,2 ans,0
18,12,31.33,3.0,Mensuel,1
18,21,86.38,0.0,1 an,0
10,22,72.92,0.0,2 ans,0
20,19,30.0,1.0,Mensuel,1
10,25,110.43,0.0,1 an,0
2,21,48.68,2.0,2 ans,0
22,49,126.74,1.0,2 ans,0
6,24,115.61,2.0,Mensuel,1
3,54,,0.0,Mensuel,0
15,43,45.47,2.0,1 an,0
6,46,105.73,2.0,Mensuel,1
21,42,61.01,4.0,Mensuel,1
11,66,37.94,0.0,Mensuel,0
1,19,75.16,0.0,Mensuel,1
23,70,75.53,,Mensuel,0
13,15,110.48,2.0,1 an,0
7,10,95.35,2.0,1 an,0
17,59,115.1,1.0,1 an,0
13,64,98.35,3.0,Mensuel,0
1,7,,2.0,Mensuel,1
19,43,75.5,2.0,Mensuel,1
10,37,123.4,0.0,Mensuel,1
17,16,,1.0,Mensuel,0
22,37,114.46,2.0,Mensuel,1
15,49,103.47,4.0,Mensuel,1
17,41,83.17,0.0,Mensuel,1
7,37,47.17,1.0,1 an,0
6,63,109.88,2.0,1 an,0
10,17,21.91,1.0,2 ans,0
21,45,46.46,3.0,1 an,0
13,23,63.52,4.0,1 an,0
9,70,81.35,2.0,Mensuel,0
19,18,,2.0,Mensuel,1
21,62,40.85,2.0,Mensuel,1
22,45,33.26,2.0,Mensuel,0
8,16,,2.0,Mensuel,0
18,54,58.93,1.0,Mensuel,0
15,18,22.71,1.0,Mensuel,1
11,19,93.13,,1 an,0
10,25,,6.0,2 ans,0
3,49,,2.0,2 ans,0
7,28,54.89,,1 an,0
14,41,75.21,2.0,Mensuel,1
22,40,115.66,1.0,Mensuel,1
21,14,37.98,3.0,1 an,0
5,17,55.01,,1 an,0
17,22,95.41,3.0,Mensuel,0
3,16,24.64,,Mensuel,0
17,66,110.16,3.0,2 ans,0
9,28,120.22,1.0,1 an,0
11,29,84.28,1.0,Mensuel,0
18,48,124.2,2.0,1 an,0
11,56,63.97,2.0,Mensuel,1
20,49,,0.0,Mensuel,1
13,40,32.22,3.0,Mensuel,1
24,70,,2.0,Mensuel,1
16,64,47.35,3.0,1 an,0
8,15,,2.0,Mensuel,1
19,12,76.31,2.0,1 an,0
10,28,43.39,,Mensuel,1
13,60,85.52,2.0,1 an,0
4,69,38.62,1.0,1 an,0
3,50,53.08,1.0,1 an,0
14,49,,2.0,1 an,0
5,17,91.23,1.0,2 ans,0
24,43,78.82,0.0,Mensuel,1
21,14,101.75,2.0,1 an,0
17,39,27.51,2.0,1 an,0
18,14,67.16,2.0,Mensuel,0
15,6,123.8,1.0,Mensuel,0
2,69,25.47,2.0,1 an,0
10,64,64.26,2.0,Mensuel,0
12,49,,2.0,Mensuel,0
22,45,37.83,2.0,Mensuel,1
6,18,67.69,4.0,1 an,0
12,41,37.46,2.0,Mensuel,1
9,54,74.38,1.0,2 ans,0
4,39,113.74,0.0,1 an,0
3,21,40.39,2.0,1 an,0
9,28,31.79,1.0,Mensuel,1
2,60,102.97,2.0,1 an,0
2,19,66.31,1.0,Mensuel,1
9,69,112.03,2.0,1 an,0
5,54,51.49,0.0,Mensuel,0
14,64,87.43,2.0,2 ans,0
1,37,112.33,1.0,Mensuel,0
8,16,38.3,2.0,1 an,0
11,3,,0.0,Mensuel,1
24,38,91.47,0.0,Mensuel,1
16,29,,0.0,Mensuel,0
22,9,40.45,0.0,Mensuel,1
9,66,65.61,1.0,Mensuel,1
11,69,34.31,1.0,Mensuel,0
11,27,121.05,0.0,Mensuel,1
22,48,28.67,0.0,2 ans,0
24,30,29.2,,Mensuel,1
24,36,120.8,1.0,Mensuel,1
19,45,54.0,2.0,2 ans,0
13,30,,2.0,Mensuel,1
13,57,,6.0,Mensuel,1
24,14,93.36,3.0,1 an,0
7,48,40.27,3.0,2 ans,0
9,70,68.18,1.0,1 an,0
22,61,,2.0,Mensuel,1
10,4,55.45,1.0,2 ans,0
6,9,46.15,0.0,Mensuel,1
14,45,35.94,1.0,2 ans,0
8,66,93.37,2.0,2 ans,0
22,60,,6.0,2 ans,1
22,65,,,Mensuel,1
8,11,55.32,1.0,Mensuel,0
13,37,68.85,2.0,1 an,0
24,52,99.28,1.0,Mensuel,0
18,45,,,Mensuel,1
6,56,109.44,2.0,2 ans,0
15,16,93.33,3.0,1 an,0
15,33,,2.0,Mensuel,1
16,32,97.61,0.0,Mensuel,0
1,67,34.86,,Mensuel,1
8,15,,1.0,Mensuel,0
21,24,107.24,5.0,Mensuel,1
6,2,78.95,2.0,2 ans,0
8,11,37.63,1.0,1 an,0
8,70,38.4,4.0,1 an,0
5,61,82.85,2.0,Mensuel,0
4,19,62.42,0.0,1 an,0
9,50,90.63,2.0,2 ans,0
21,43,62.22,1.0,2 ans,0
1,65,71.28,2.0,1 an,0
7,22,39.81,1.0,2 ans,0
2,71,35.67,1.0,1 an,0
14,27,29.12,2.0,Mensuel,1
7,51,104.62,2.0,2 ans,0
20,29,81.78,2.0,Mensuel,1
15,48,121.7,3.0,Mensuel,1
19,24,102.38,0.0,Mensuel,1
16,60,103.19,3.0,Mensuel,1
11,46,,0.0,1 an,0
21,21,110.38,1.0,1 an,0
12,69,119.67,4.0,Mensuel,1
23,51,100.99,2.0,Mensuel,0
24,31,33.61,3.0,1 an,0
15,10,,3.0,Mensuel,1
17,70,34.27,1.0,2 ans,0
7,54,28.45,1.0,Mensuel,1
20,48,96.67,1.0,Mensuel,1
17,60,110.68,3.0,Mensuel,1
22,44,39.16,1.0,1 an,0
7,17,28.13,0.0,Mensuel,0
19,17,117.16,1.0,2 ans,0
12,6,34.81,2.0,1 an,0
5,5,23.92,0.0,1 an,0
5,52,93.71,2.0,1 an,0
14,61,110.69,1.0,Mensuel,1
8,12,73.62,1.0,1 an,0
3,41,,1.0,Mensuel,0
11,9,56.02,2.0,Mensuel,1
16,30,46.71,4.0,1 an,0
8,57,98.43,1.0,1 an,0
23,58,114.97,2.0,Mensuel,0
19,68,56.2,1.0,Mensuel,1
13,23,49.85,1.0,Mensuel,1
23,68,51.25,2.0,Mensuel,1
11,56,26.15,1.0,1 an,0
4,25,48.73,1.0,Mensuel,1
1,24,22.57,4.0,2 ans,0
23,8,,3.0,Mensuel,0
24,66,50.15,,Mensuel,1
18,15,95.59,1.0,2 ans,0
3,20,74.97,0.0,Mensuel,1
8,30,106.9,1.0,Mensuel,1
1,10,116.04,2.0,2 ans,0
2,58,56.98,3.0,2 ans,0
6,50,29.46,1.0,1 an,0
14,12,,3.0,Mensuel,1
2,12,22.23,2.0,1 an,0
24,2,46.53,3.0,2 ans,0
11,68,26.43,2.0,2 ans,0
7,31,,3.0,Mensuel,1
13,47,21.6,2.0,Mensuel,0
19,11,,1.0,Mensuel,1
8,17,64.3,1.0,Mensuel,0
2,39,,2.0,1 an,0
2,15,49.19,1.0,Mensuel,1
21,44,116.71,1.0,Mensuel,1
3,66,,3.0,Mensuel,0
16,22,67.35,1.0,Mensuel,1
10,44,57.99,3.0,Mensuel,1
19,66,109.54,2.0,Mensuel,0
2,64,96.12,2.0,Mensuel,1
22,1,65.37,3.0,2 ans,0
17,8,57.9,0.0,Mensuel,1
11,71,24.93,1.0,1 an,0
5,66,,0.0,Mensuel,0
24,23,27.93,1.0,Mensuel,0
8,37,23.12,,Mensuel,1
12,41,36.97,1.0,Mensuel,0
10,48,109.85,0.0,Mensuel,1
6,54,101.99,1.0,1 an,0
10,27,,1.0,1 an,0
4,64,83.45,1.0,Mensuel,0
1,5,82.41,1.0,1 an,0
7,3,,1.0,1 an,0
3,69,90.68,2.0,Mensuel,0
10,13,49.88,2.0,Mensuel,1
21,71,78.18,5.0,Mensuel,1
4,21,,1.0,Mensuel,1
1,26,107.06,0.0,1 an,0
3,2,43.7,2.0,2 ans,0
13,68,98.55,0.0,2 ans,0
7,26,31.2,0.0,2 ans,0
12,12,23.76,0.0,Mensuel,0
1,35,22.82,1.0,Mensuel,0
8,11,38.15,3.0,Mensuel,1
10,57,,0.0,Mensuel,0
11,6,58.78,2.0,Mensuel,0
14,36,22.81,2.0,Mensuel,1
19,28,128.1,2.0,Mensuel,1
12,3,76.85,0.0,Mensuel,1
21,4,,,Mensuel,1
13,37,75.64,4.0,1 an,1
7,29,73.88,0.0,Mensuel,0
6,10,68.48,1.0,2 ans,0
8,10,83.77,2.0,Mensuel,1
